review_id,date,year,month,quarter,company,category,rating,review_text,true_sentiment,primary_topic,all_topics,is_priority,priority_signals,word_count,char_count
REV00550,2022-07-10,2022,7,Q3,Superdrug,Health & Beauty,4,"Ordered on Monday, arrived Tuesday. Perfect condition, exactly as described. Couldn't ask for more.",positive,delivery,delivery|product_accuracy,False,,14,99
REV00551,2024-12-30,2024,12,Q4,GO Outdoors,Sports & Outdoors,1,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00552,2023-07-04,2023,7,Q3,Holland & Barrett,Health & Beauty,2,Do not order from here. My parcel was lost and they refused to refund me without raising a formal dispute.,negative,delivery,delivery|returns_refunds,False,,20,106
REV00553,2022-09-25,2022,9,Q3,Wayfair UK,Home & Kitchen,5,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00554,2022-07-23,2022,7,Q3,Book Depository,Books & Media,4,Fantastic quality for the price. Delivery was super fast and packaging was excellent. Five stars from me.,positive,delivery,delivery|quality|price_value|packaging,False,,17,105
REV00555,2024-06-22,2024,6,Q2,GO Outdoors,Sports & Outdoors,4,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00556,2023-09-11,2023,9,Q3,Boots,Health & Beauty,1,Do not order from here. My parcel was lost and they refused to refund me without raising a formal dispute.,negative,delivery,delivery|returns_refunds,False,,20,106
REV00557,2022-06-18,2022,6,Q2,Marks & Spencer,Clothing & Fashion,5,Very pleased with my order. The quality is outstanding and shipping was incredibly fast. Will return.,positive,delivery,delivery|returns_refunds|quality,True,health_risk,16,101
REV00558,2023-04-25,2023,4,Q2,IKEA UK,Home & Kitchen,5,Fantastic buy. The item is perfect and arrived well before the estimated delivery date. Very impressed.,positive,delivery,delivery,False,,16,103
REV00559,2022-01-03,2022,1,Q1,Boots,Health & Beauty,3,Decent enough for the price. Not quite what I expected from the description but it does the job.,neutral,price_value,price_value,False,,18,96
REV00560,2023-04-09,2023,4,Q2,Boohoo,Clothing & Fashion,5,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00561,2022-09-04,2022,9,Q3,Book Depository,Books & Media,5,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00562,2024-02-24,2024,2,Q1,Holland & Barrett,Health & Beauty,1,Disgusting customer service. They ignored my emails for two weeks. Had to raise a PayPal dispute to get help.,negative,delivery,delivery|customer_service|returns_refunds,False,,19,109
REV00563,2023-09-05,2023,9,Q3,TechDirect UK,Electronics,5,"Wonderful product, exactly as advertised. Delivered ahead of schedule. Customer service top notch.",positive,customer_service,customer_service|product_accuracy,False,,13,98
REV00564,2022-05-21,2022,5,Q2,Boohoo,Clothing & Fashion,1,SCAM ALERT: Charged me three times for one order and completely unresponsive. Reporting to Trading Standards. This is completely unacceptable.,negative,general,general,True,legal_threat|fraud_scam,20,142
REV00565,2024-06-20,2024,6,Q2,Foyles,Books & Media,4,"Excellent in every way. Quick despatch, secure packaging, perfect item. Have already recommended to friends.",positive,packaging,packaging,False,,15,108
REV00566,2024-06-25,2024,6,Q2,IKEA UK,Home & Kitchen,2,Complete rubbish. Nothing like the description. Cheap materials and it stopped working after two days.,negative,delivery,delivery|quality|product_accuracy|price_value,False,,15,102
REV00567,2024-02-26,2024,2,Q1,ASOS,Clothing & Fashion,4,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00568,2023-07-22,2023,7,Q3,Robert Dyas,Home & Kitchen,4,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00569,2023-08-07,2023,8,Q3,Decathlon UK,Sports & Outdoors,5,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00570,2023-09-10,2023,9,Q3,Decathlon UK,Sports & Outdoors,3,Average all round. Item works but feels cheaper than the price suggests. Delivery was acceptable.,neutral,delivery,delivery|price_value,False,,15,97
REV00571,2024-03-13,2024,3,Q1,John Lewis,Clothing & Fashion,1,Complete con. Item looks nothing like pictures. Cheap knock-off quality. Refused refund citing wear and tear.,negative,returns_refunds,returns_refunds|quality|product_accuracy|price_value,False,,16,109
REV00572,2022-08-19,2022,8,Q3,Dunelm,Home & Kitchen,5,"Five star experience. Product is exactly as shown, delivery was free and very fast. Would recommend.",positive,delivery,delivery|product_accuracy,False,,16,100
REV00573,2024-12-17,2024,12,Q4,Boohoo,Clothing & Fashion,1,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00574,2024-05-11,2024,5,Q2,AO.com,Electronics,5,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00575,2024-08-22,2024,8,Q3,Argos,Home & Kitchen,3,Average product. Works fine but nothing remarkable. Delivery was on time. Would probably buy again.,neutral,delivery,delivery,False,,15,99
REV00576,2023-06-21,2023,6,Q2,TechDirect UK,Electronics,1,Disgusting customer service. They ignored my emails for two weeks. Had to raise a PayPal dispute to get help.,negative,delivery,delivery|customer_service|returns_refunds,False,,19,109
REV00577,2023-08-10,2023,8,Q3,ASOS,Clothing & Fashion,5,Fantastic buy. The item is perfect and arrived well before the estimated delivery date. Very impressed.,positive,delivery,delivery,False,,16,103
REV00578,2024-04-03,2024,4,Q2,Halfords,Sports & Outdoors,1,DANGEROUS: Electrical item overheated and melted. Lucky we were home. Reporting to product safety authority. Avoid this company.,negative,safety,safety,True,safety_hazard,18,128
REV00579,2023-07-23,2023,7,Q3,Scan Computers,Electronics,1,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00580,2022-11-15,2022,11,Q4,AO.com,Electronics,4,"Absolutely love this product. Easy to order, great communication, arrived perfectly packaged. Thank you.",positive,delivery,delivery|packaging,False,,14,104
REV00581,2023-09-28,2023,9,Q3,Amazon UK,Books & Media,4,"Ordered on Monday, arrived Tuesday. Perfect condition, exactly as described. Couldn't ask for more.",positive,delivery,delivery|product_accuracy,False,,14,99
REV00582,2023-05-04,2023,5,Q2,GO Outdoors,Sports & Outdoors,3,Does the job. Took longer than expected to arrive. Customer service response was slow but helpful.,neutral,customer_service,customer_service,False,,16,98
REV00583,2024-07-17,2024,7,Q3,Currys,Electronics,4,"Excellent product, great price, speedy delivery. Everything you could want from an online retailer.",positive,delivery,delivery|price_value,False,,14,99
REV00584,2022-09-02,2022,9,Q3,Foyles,Books & Media,4,"Really happy with this purchase. Great value, fast delivery and excellent build quality throughout.",positive,delivery,delivery|quality|price_value,False,,14,99
REV00585,2022-12-02,2022,12,Q4,Currys,Electronics,3,"Product is okay, nothing special. Delivery took longer than expected but it arrived eventually.",neutral,delivery,delivery,False,,14,95
REV00586,2022-12-08,2022,12,Q4,LookFantastic,Health & Beauty,1,Complete con. Item looks nothing like pictures. Cheap knock-off quality. Refused refund citing wear and tear.,negative,returns_refunds,returns_refunds|quality|product_accuracy|price_value,False,,16,109
REV00587,2022-03-02,2022,3,Q1,IKEA UK,Home & Kitchen,1,DATA BREACH: My personal and payment data appears to have been compromised. Taking legal action immediately. I have documented everything.,negative,general,general,True,legal_threat|data_privacy,20,138
REV00588,2023-06-23,2023,6,Q2,Robert Dyas,Home & Kitchen,4,"Absolutely love this product. Easy to order, great communication, arrived perfectly packaged. Thank you.",positive,delivery,delivery|packaging,False,,14,104
REV00589,2024-07-21,2024,7,Q3,Halfords,Sports & Outdoors,2,Disgusting customer service. They ignored my emails for two weeks. Had to raise a PayPal dispute to get help.,negative,delivery,delivery|customer_service|returns_refunds,False,,19,109
REV00590,2022-12-08,2022,12,Q4,Amazon UK,Books & Media,5,"Five star experience. Product is exactly as shown, delivery was free and very fast. Would recommend.",positive,delivery,delivery|product_accuracy,False,,16,100
REV00591,2022-08-25,2022,8,Q3,IKEA UK,Home & Kitchen,5,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00592,2023-05-16,2023,5,Q2,John Lewis,Clothing & Fashion,4,Fantastic quality for the price. Delivery was super fast and packaging was excellent. Five stars from me.,positive,delivery,delivery|quality|price_value|packaging,False,,17,105
REV00593,2023-01-02,2023,1,Q1,Ebuyer,Electronics,4,Fantastic buy. The item is perfect and arrived well before the estimated delivery date. Very impressed.,positive,delivery,delivery,False,,16,103
REV00594,2024-05-08,2024,5,Q2,Scan Computers,Electronics,3,Standard experience. Item is acceptable. Would have given five stars if delivery had been quicker.,neutral,delivery,delivery,False,,15,98
REV00595,2023-07-10,2023,7,Q3,Marks & Spencer,Clothing & Fashion,5,"Excellent product, great price, speedy delivery. Everything you could want from an online retailer.",positive,delivery,delivery|price_value,False,,14,99
REV00596,2022-04-18,2022,4,Q2,Scan Computers,Electronics,5,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00597,2022-05-22,2022,5,Q2,Next,Clothing & Fashion,2,Terrible quality. The product broke within a week of use. Complete waste of money. Avoid at all costs.,negative,delivery,delivery|quality|price_value,False,,18,102
REV00598,2022-06-26,2022,6,Q2,LookFantastic,Health & Beauty,1,DATA BREACH: My personal and payment data appears to have been compromised. Taking legal action immediately. Urgent action required.,negative,general,general,True,legal_threat|data_privacy,19,132
REV00599,2023-08-21,2023,8,Q3,Book Depository,Books & Media,4,Very pleased with my order. The quality is outstanding and shipping was incredibly fast. Will return.,positive,delivery,delivery|returns_refunds|quality,True,health_risk,16,101
REV00600,2023-05-12,2023,5,Q2,Amazon UK,Books & Media,3,"Fair product and service. Delivery estimate was off by two days. Item is as described, no complaints.",neutral,delivery,delivery|customer_service|product_accuracy,False,,17,101
REV00601,2023-05-18,2023,5,Q2,LookFantastic,Health & Beauty,1,Waited four weeks for item that never arrived. Tracking not updated. Phone line goes to voicemail. Terrible.,negative,delivery,delivery|customer_service,False,,17,108
REV00602,2023-12-11,2023,12,Q4,ASOS,Clothing & Fashion,4,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00603,2023-09-22,2023,9,Q3,Decathlon UK,Sports & Outdoors,5,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00604,2024-10-04,2024,10,Q4,Currys,Electronics,2,Shocking quality. Fell apart immediately. Photos on the listing are clearly misleading. Not fit for purpose.,negative,quality,quality|product_accuracy,True,safety_hazard,16,108
REV00605,2022-07-10,2022,7,Q3,Currys,Electronics,3,Standard purchase experience. Nothing exceptional to report. Item is functional and reasonably priced.,neutral,price_value,price_value,False,,13,102
REV00606,2024-07-27,2024,7,Q3,Currys,Electronics,1,Horrible experience from start to finish. Charged twice for one order. Took weeks to get my money back.,negative,delivery,delivery|returns_refunds|price_value,False,,18,103
REV00607,2024-03-18,2024,3,Q1,Decathlon UK,Sports & Outdoors,1,Product arrived damaged and the returns process is an absolute nightmare. Took over a month for a refund.,negative,delivery,delivery|returns_refunds|packaging,False,,18,105
REV00608,2022-09-25,2022,9,Q3,Scan Computers,Electronics,2,Terrible quality. The product broke within a week of use. Complete waste of money. Avoid at all costs.,negative,delivery,delivery|quality|price_value,False,,18,102
REV00609,2023-10-31,2023,10,Q4,Marks & Spencer,Clothing & Fashion,5,"Wonderful product, exactly as advertised. Delivered ahead of schedule. Customer service top notch.",positive,customer_service,customer_service|product_accuracy,False,,13,98
REV00610,2023-02-20,2023,2,Q1,Robert Dyas,Home & Kitchen,4,"Arrived quickly, well packaged, exactly as described. Customer service was also very helpful and friendly.",positive,delivery,delivery|customer_service|product_accuracy|packaging,False,,15,106
REV00611,2022-12-03,2022,12,Q4,John Lewis,Clothing & Fashion,4,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00612,2024-01-04,2024,1,Q1,Superdrug,Health & Beauty,4,"Excellent product, great price, speedy delivery. Everything you could want from an online retailer.",positive,delivery,delivery|price_value,False,,14,99
REV00613,2022-09-03,2022,9,Q3,Boohoo,Clothing & Fashion,5,Couldn't be happier with this purchase. Works exactly as described and arrived the very next day.,positive,delivery,delivery|product_accuracy,False,,16,97
REV00614,2022-03-24,2022,3,Q1,Currys,Electronics,3,Standard purchase experience. Nothing exceptional to report. Item is functional and reasonably priced.,neutral,price_value,price_value,False,,13,102
REV00615,2023-12-30,2023,12,Q4,Marks & Spencer,Clothing & Fashion,4,Really impressed with how quickly this arrived. The product is exactly as described and great quality.,positive,delivery,delivery|quality|product_accuracy,False,,16,102
REV00616,2022-12-23,2022,12,Q4,Cult Beauty,Health & Beauty,5,"Really happy with this purchase. Great value, fast delivery and excellent build quality throughout.",positive,delivery,delivery|quality|price_value,False,,14,99
REV00617,2022-07-13,2022,7,Q3,Ebuyer,Electronics,1,"Appalling. Order cancelled without notice, refund took three weeks, no apology whatsoever. Stay away.",negative,delivery,delivery|returns_refunds,False,,14,101
REV00618,2022-05-07,2022,5,Q2,Boots,Health & Beauty,4,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00619,2022-06-22,2022,6,Q2,Next,Clothing & Fashion,5,Fantastic buy. The item is perfect and arrived well before the estimated delivery date. Very impressed.,positive,delivery,delivery,False,,16,103
REV00620,2022-05-13,2022,5,Q2,Foyles,Books & Media,4,Really impressed with how quickly this arrived. The product is exactly as described and great quality.,positive,delivery,delivery|quality|product_accuracy,False,,16,102
REV00621,2022-09-08,2022,9,Q3,Boohoo,Clothing & Fashion,5,Really impressed with how quickly this arrived. The product is exactly as described and great quality.,positive,delivery,delivery|quality|product_accuracy,False,,16,102
REV00622,2024-06-06,2024,6,Q2,Ebuyer,Electronics,5,Superb quality and great value. Delivery was prompt and the item was well packaged. Very pleased indeed.,positive,delivery,delivery|quality|price_value|packaging,False,,17,104
REV00623,2024-05-23,2024,5,Q2,GO Outdoors,Sports & Outdoors,2,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00624,2023-07-28,2023,7,Q3,Marks & Spencer,Clothing & Fashion,5,Superb quality and great value. Delivery was prompt and the item was well packaged. Very pleased indeed.,positive,delivery,delivery|quality|price_value|packaging,False,,17,104
REV00625,2023-05-19,2023,5,Q2,Holland & Barrett,Health & Beauty,5,"Excellent in every way. Quick despatch, secure packaging, perfect item. Have already recommended to friends.",positive,packaging,packaging,False,,15,108
REV00626,2022-05-05,2022,5,Q2,Wiggle,Sports & Outdoors,2,Horrible experience from start to finish. Charged twice for one order. Took weeks to get my money back.,negative,delivery,delivery|returns_refunds|price_value,False,,18,103
REV00627,2023-02-13,2023,2,Q1,AO.com,Electronics,5,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00628,2024-02-23,2024,2,Q1,Halfords,Sports & Outdoors,4,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00629,2023-12-06,2023,12,Q4,Wiggle,Sports & Outdoors,2,"Appalling. Order cancelled without notice, refund took three weeks, no apology whatsoever. Stay away.",negative,delivery,delivery|returns_refunds,False,,14,101
REV00630,2023-01-04,2023,1,Q1,Foyles,Books & Media,5,Fantastic buy. The item is perfect and arrived well before the estimated delivery date. Very impressed.,positive,delivery,delivery,False,,16,103
REV00631,2023-07-30,2023,7,Q3,AO.com,Electronics,1,Shocking quality. Fell apart immediately. Photos on the listing are clearly misleading. Not fit for purpose.,negative,quality,quality|product_accuracy,True,safety_hazard,16,108
REV00632,2022-11-23,2022,11,Q4,Ebuyer,Electronics,1,"Three separate issues with this order. Wrong size sent first, then lost in transit, then refused a refund.",negative,returns_refunds,returns_refunds,True,legal_threat,18,106
REV00633,2023-06-30,2023,6,Q2,Currys,Electronics,3,It's alright. Does what it says on the tin. Packaging was a bit flimsy but item was undamaged.,neutral,quality,quality|packaging,False,,18,94
REV00634,2024-03-06,2024,3,Q1,Waterstones,Books & Media,1,SAFETY ISSUE: Children's toy broke apart exposing sharp metal edges. My child was injured. Unacceptable. I am seeking compensation.,negative,quality,quality|safety,True,legal_threat|child_safety,19,131
REV00635,2023-10-14,2023,10,Q4,IKEA UK,Home & Kitchen,5,"Arrived quickly, well packaged, exactly as described. Customer service was also very helpful and friendly.",positive,delivery,delivery|customer_service|product_accuracy|packaging,False,,15,106
REV00636,2022-10-19,2022,10,Q4,Wiggle,Sports & Outdoors,1,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00637,2022-12-26,2022,12,Q4,WHSmith,Books & Media,1,"Appalling. Order cancelled without notice, refund took three weeks, no apology whatsoever. Stay away.",negative,delivery,delivery|returns_refunds,False,,14,101
REV00638,2023-03-25,2023,3,Q1,Boots,Health & Beauty,4,Fantastic quality for the price. Delivery was super fast and packaging was excellent. Five stars from me.,positive,delivery,delivery|quality|price_value|packaging,False,,17,105
REV00639,2023-02-17,2023,2,Q1,Scan Computers,Electronics,1,Absolutely appalling service. Waited three weeks and still no delivery. No response from customer service.,negative,delivery,delivery|customer_service,True,health_risk,15,106
REV00640,2023-10-25,2023,10,Q4,Marks & Spencer,Clothing & Fashion,3,Average product. Works fine but nothing remarkable. Delivery was on time. Would probably buy again.,neutral,delivery,delivery,False,,15,99
REV00641,2022-08-16,2022,8,Q3,TechDirect UK,Electronics,4,"Ordered on Monday, arrived Tuesday. Perfect condition, exactly as described. Couldn't ask for more.",positive,delivery,delivery|product_accuracy,False,,14,99
REV00642,2022-07-26,2022,7,Q3,Amazon UK,Books & Media,5,Very pleased with my order. The quality is outstanding and shipping was incredibly fast. Will return.,positive,delivery,delivery|returns_refunds|quality,True,health_risk,16,101
REV00643,2024-06-13,2024,6,Q2,Wayfair UK,Home & Kitchen,4,"Perfect item, exactly what I needed. Very happy with my purchase and will be ordering again soon.",positive,product_accuracy,product_accuracy,True,health_risk,17,97
REV00644,2022-12-23,2022,12,Q4,GO Outdoors,Sports & Outdoors,3,"Product is fine, mostly matches description. Had to contact support once, they were fairly helpful.",neutral,customer_service,customer_service|product_accuracy,False,,15,99
REV00645,2024-01-01,2024,1,Q1,Halfords,Sports & Outdoors,3,Average all round. Item works but feels cheaper than the price suggests. Delivery was acceptable.,neutral,delivery,delivery|price_value,False,,15,97
REV00646,2023-08-27,2023,8,Q3,John Lewis,Clothing & Fashion,5,Fantastic buy. The item is perfect and arrived well before the estimated delivery date. Very impressed.,positive,delivery,delivery,False,,16,103
REV00647,2024-03-12,2024,3,Q1,Next,Clothing & Fashion,3,"Product is okay, nothing special. Delivery took longer than expected but it arrived eventually.",neutral,delivery,delivery,False,,14,95
REV00648,2023-03-29,2023,3,Q1,Waterstones,Books & Media,5,"Excellent in every way. Quick despatch, secure packaging, perfect item. Have already recommended to friends.",positive,packaging,packaging,False,,15,108
REV00649,2023-11-10,2023,11,Q4,Halfords,Sports & Outdoors,4,"Five star experience. Product is exactly as shown, delivery was free and very fast. Would recommend.",positive,delivery,delivery|product_accuracy,False,,16,100
REV00650,2022-12-10,2022,12,Q4,Decathlon UK,Sports & Outdoors,5,Very pleased with my order. The quality is outstanding and shipping was incredibly fast. Will return.,positive,delivery,delivery|returns_refunds|quality,True,health_risk,16,101
REV00651,2023-11-19,2023,11,Q4,Decathlon UK,Sports & Outdoors,3,Adequate product. Not the best I have bought but not the worst either. Probably would not reorder.,neutral,general,general,False,,17,98
REV00652,2022-05-19,2022,5,Q2,Boots,Health & Beauty,4,Exceptional service from start to finish. The product exceeded my expectations completely. Highly recommended.,positive,customer_service,customer_service,False,,14,110
REV00653,2024-03-01,2024,3,Q1,Wayfair UK,Home & Kitchen,4,"Absolutely brilliant product, arrived next day and works perfectly. Would definitely recommend to anyone.",positive,delivery,delivery,True,health_risk,14,105
REV00654,2024-02-15,2024,2,Q1,Superdrug,Health & Beauty,5,"Excellent product, great price, speedy delivery. Everything you could want from an online retailer.",positive,delivery,delivery|price_value,False,,14,99
REV00655,2023-04-07,2023,4,Q2,Argos,Home & Kitchen,5,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00656,2022-02-11,2022,2,Q1,Boohoo,Clothing & Fashion,5,Fantastic quality for the price. Delivery was super fast and packaging was excellent. Five stars from me.,positive,delivery,delivery|quality|price_value|packaging,False,,17,105
REV00657,2022-12-15,2022,12,Q4,Wayfair UK,Home & Kitchen,5,Really impressed with how quickly this arrived. The product is exactly as described and great quality.,positive,delivery,delivery|quality|product_accuracy,False,,16,102
REV00658,2022-07-10,2022,7,Q3,Holland & Barrett,Health & Beauty,3,Decent enough for the price. Not quite what I expected from the description but it does the job.,neutral,price_value,price_value,False,,18,96
REV00659,2024-06-02,2024,6,Q2,Argos,Home & Kitchen,1,Waited four weeks for item that never arrived. Tracking not updated. Phone line goes to voicemail. Terrible.,negative,delivery,delivery|customer_service,False,,17,108
REV00660,2022-04-20,2022,4,Q2,Sports Direct,Sports & Outdoors,1,Horrible experience from start to finish. Charged twice for one order. Took weeks to get my money back.,negative,delivery,delivery|returns_refunds|price_value,False,,18,103
REV00661,2023-06-28,2023,6,Q2,AO.com,Electronics,5,Exceptional service from start to finish. The product exceeded my expectations completely. Highly recommended.,positive,customer_service,customer_service,False,,14,110
REV00662,2022-04-12,2022,4,Q2,Wiggle,Sports & Outdoors,4,"Arrived quickly, well packaged, exactly as described. Customer service was also very helpful and friendly.",positive,delivery,delivery|customer_service|product_accuracy|packaging,False,,15,106
REV00663,2022-04-22,2022,4,Q2,Cult Beauty,Health & Beauty,1,Waited four weeks for item that never arrived. Tracking not updated. Phone line goes to voicemail. Terrible.,negative,delivery,delivery|customer_service,False,,17,108
REV00664,2024-09-10,2024,9,Q3,Dunelm,Home & Kitchen,1,Disgusting customer service. They ignored my emails for two weeks. Had to raise a PayPal dispute to get help.,negative,delivery,delivery|customer_service|returns_refunds,False,,19,109
REV00665,2023-08-21,2023,8,Q3,ASOS,Clothing & Fashion,4,Exceptional service from start to finish. The product exceeded my expectations completely. Highly recommended.,positive,customer_service,customer_service,False,,14,110
REV00666,2024-08-22,2024,8,Q3,Ebuyer,Electronics,5,"Really happy with this purchase. Great value, fast delivery and excellent build quality throughout.",positive,delivery,delivery|quality|price_value,False,,14,99
REV00667,2023-01-14,2023,1,Q1,LookFantastic,Health & Beauty,5,Top quality item at a very fair price. The seller went above and beyond. Will definitely shop again.,positive,quality,quality|price_value,True,health_risk,18,100
REV00668,2022-04-02,2022,4,Q2,Robert Dyas,Home & Kitchen,5,Superb quality and great value. Delivery was prompt and the item was well packaged. Very pleased indeed.,positive,delivery,delivery|quality|price_value|packaging,False,,17,104
REV00669,2023-07-05,2023,7,Q3,Robert Dyas,Home & Kitchen,1,"Dreadful experience. Waited a month, chased them constantly, eventually received a badly damaged item.",negative,packaging,packaging,False,,14,102
REV00670,2023-12-06,2023,12,Q4,Waterstones,Books & Media,4,Outstanding customer service when I had a query. They resolved everything within hours. Absolutely brilliant.,positive,customer_service,customer_service,True,health_risk,15,109
REV00671,2022-05-05,2022,5,Q2,Book Depository,Books & Media,1,REPEATED FRAUD: Fourth attempt to get a refund for a faulty product worth £800. Now involving CEDR. This is completely unacceptable.,negative,returns_refunds,returns_refunds|quality|price_value,True,legal_threat|fraud_scam,21,132
REV00672,2023-04-28,2023,4,Q2,Cult Beauty,Health & Beauty,2,"Appalling. Order cancelled without notice, refund took three weeks, no apology whatsoever. Stay away.",negative,delivery,delivery|returns_refunds,False,,14,101
REV00673,2024-10-25,2024,10,Q4,LookFantastic,Health & Beauty,4,Fantastic buy. The item is perfect and arrived well before the estimated delivery date. Very impressed.,positive,delivery,delivery,False,,16,103
REV00674,2022-09-04,2022,9,Q3,Foyles,Books & Media,1,"Never again. Item faulty out of the box, returns policy deliberately confusing. Trading Standards notified.",negative,returns_refunds,returns_refunds|quality|packaging,True,legal_threat,15,107
REV00675,2022-09-16,2022,9,Q3,Holland & Barrett,Health & Beauty,4,Exceptional service from start to finish. The product exceeded my expectations completely. Highly recommended.,positive,customer_service,customer_service,False,,14,110
REV00676,2022-10-30,2022,10,Q4,Ebuyer,Electronics,4,"Excellent product, great price, speedy delivery. Everything you could want from an online retailer.",positive,delivery,delivery|price_value,False,,14,99
REV00677,2024-03-05,2024,3,Q1,Amazon UK,Books & Media,4,Really impressed with how quickly this arrived. The product is exactly as described and great quality.,positive,delivery,delivery|quality|product_accuracy,False,,16,102
REV00678,2024-11-30,2024,11,Q4,Book Depository,Books & Media,1,Absolutely furious. Product completely different to what was advertised. Refused to accept the return. Awful.,negative,returns_refunds,returns_refunds|product_accuracy,False,,15,109
REV00679,2024-12-06,2024,12,Q4,Boots,Health & Beauty,3,"Fair product and service. Delivery estimate was off by two days. Item is as described, no complaints.",neutral,delivery,delivery|customer_service|product_accuracy,False,,17,101
REV00680,2022-07-25,2022,7,Q3,Boots,Health & Beauty,1,Complete rubbish. Nothing like the description. Cheap materials and it stopped working after two days.,negative,delivery,delivery|quality|product_accuracy|price_value,False,,15,102
REV00681,2023-12-06,2023,12,Q4,Scan Computers,Electronics,1,WARNING: This item caused an allergic reaction requiring hospital treatment. Dangerous and mislabelled. Urgent action required.,negative,safety,safety,True,safety_hazard|health_risk,16,127
REV00682,2024-08-26,2024,8,Q3,LookFantastic,Health & Beauty,5,"Five star experience. Product is exactly as shown, delivery was free and very fast. Would recommend.",positive,delivery,delivery|product_accuracy,False,,16,100
REV00683,2024-04-02,2024,4,Q2,Currys,Electronics,4,Fantastic buy. The item is perfect and arrived well before the estimated delivery date. Very impressed.,positive,delivery,delivery,False,,16,103
REV00684,2024-08-31,2024,8,Q3,Ebuyer,Electronics,4,"Arrived quickly, well packaged, exactly as described. Customer service was also very helpful and friendly.",positive,delivery,delivery|customer_service|product_accuracy|packaging,False,,15,106
REV00685,2023-09-29,2023,9,Q3,Wayfair UK,Home & Kitchen,5,"Wonderful product, exactly as advertised. Delivered ahead of schedule. Customer service top notch.",positive,customer_service,customer_service|product_accuracy,False,,13,98
REV00686,2022-07-21,2022,7,Q3,Robert Dyas,Home & Kitchen,3,Adequate product. Not the best I have bought but not the worst either. Probably would not reorder.,neutral,general,general,False,,17,98
REV00687,2023-07-06,2023,7,Q3,Next,Clothing & Fashion,5,Couldn't be happier with this purchase. Works exactly as described and arrived the very next day.,positive,delivery,delivery|product_accuracy,False,,16,97
REV00688,2024-06-23,2024,6,Q2,GO Outdoors,Sports & Outdoors,1,Disgusting customer service. They ignored my emails for two weeks. Had to raise a PayPal dispute to get help.,negative,delivery,delivery|customer_service|returns_refunds,False,,19,109
REV00689,2024-11-23,2024,11,Q4,Boohoo,Clothing & Fashion,3,It's okay. Expected slightly better quality based on the photos but it is acceptable for everyday use.,neutral,quality,quality|product_accuracy,False,,17,102
REV00690,2023-09-30,2023,9,Q3,Dunelm,Home & Kitchen,1,Worst online shopping experience of my life. Wrong item sent twice and customer service is completely useless.,negative,customer_service,customer_service,False,,17,110
